tid,trening per uke,alder,klasse,løpsted
0:34:08,4,43,dame,Grimstad
0:35:52,7,42,dame,Grimstad
0:25:13,2,41,herre,Bergen
0:34:47,4,22,herre,Grimstad
0:50:19,4,35,dame,Tromsø
0:29:39,10,42,herre,Bergen
0:31:23,12,22,herre,Oslo
0:50:07,13,72,dame,Kristiansand
0:29:23,10,45,herre,Kristiansand
0:33:03,12,21,herre,Grimstad
0:39:03,3,34,dame,Tromsø
0:49:37,1,59,dame,Oslo
0:46:47,10,50,dame,Oslo
0:29:23,3,20,herre,Oslo
0:47:51,5,23,dame,Grimstad
0:56:45,4,49,dame,Kristiansand
0:50:55,7,54,dame,Tromsø
0:50:36,2,43,herre,Bergen
0:24:37,8,44,herre,Tromsø
0:58:34,3,44,dame,Tromsø
0:54:21,2,55,dame,Oslo
0:45:40,4,30,herre,Grimstad
0:48:51,2,68,herre,Oslo
0:49:50,3,43,dame,Oslo
0:46:10,2,35,dame,Oslo
0:34:54,12,35,dame,Oslo
0:36:16,8,41,herre,Bergen
0:39:56,1,55,herre,Kristiansand
0:36:20,3,57,herre,Oslo
0:43:15,11,18,dame,Kristiansand
0:20:32,3,33,herre,Grimstad
0:42:53,2,24,dame,Oslo
0:46:24,2,47,dame,Tromsø
0:36:31,10,18,herre,Bergen
0:33:58,3,48,herre,Oslo
0:46:30,10,76,herre,Grimstad
0:39:15,3,26,herre,Bergen
0:32:05,2,30,herre,Tromsø
0:41:31,2,35,dame,Tromsø
0:50:13,2,32,herre,Kristiansand
0:55:24,3,64,dame,Oslo
0:54:41,3,69,herre,Oslo
0:33:59,4,37,dame,Kristiansand
0:37:05,4,47,herre,Bergen
0:27:24,3,21,herre,Kristiansand
0:55:32,3,26,dame,Bergen
0:33:29,2,45,herre,Tromsø
0:39:37,5,38,dame,Bergen
0:44:49,2,29,dame,Oslo
0:49:20,3,23,dame,Bergen
0:26:43,8,53,herre,Bergen
0:33:28,6,33,herre,Bergen
0:48:11,3,34,dame,Tromsø
0:39:51,3,58,herre,Grimstad
0:37:32,4,35,dame,Grimstad
0:42:31,1,40,herre,Tromsø
0:50:24,2,67,herre,Bergen
0:53:08,3,71,herre,Oslo
0:37:29,8,22,dame,Bergen
0:22:50,4,36,herre,Kristiansand
0:16:36,14,19,herre,Grimstad
0:41:02,7,49,dame,Tromsø
0:37:28,6,64,herre,Kristiansand
0:45:59,3,21,herre,Bergen
0:40:47,2,23,herre,Tromsø
0:34:05,2,26,herre,Bergen
0:41:50,9,58,herre,Kristiansand
0:31:28,3,40,herre,Grimstad
0:34:21,5,24,dame,Kristiansand
0:59:41,2,41,dame,Tromsø
0:50:02,4,46,dame,Kristiansand
0:55:56,3,69,dame,Grimstad
0:47:38,11,74,herre,Tromsø
0:40:52,4,45,herre,Oslo
0:49:36,14,69,dame,Grimstad
0:48:46,1,62,herre,Grimstad
0:34:50,6,22,dame,Kristiansand
0:37:46,4,46,herre,Tromsø
0:51:05,3,65,herre,Kristiansand
0:43:43,4,43,herre,Grimstad
0:50:19,2,29,dame,Grimstad
0:35:23,4,46,herre,Tromsø
0:31:51,11,37,dame,Grimstad
0:40:59,5,28,dame,Kristiansand
0:47:38,3,33,dame,Tromsø
0:44:03,1,33,herre,Tromsø
0:44:47,3,48,dame,Grimstad
0:21:00,13,26,herre,Grimstad
0:52:28,4,54,herre,Oslo
0:39:57,5,25,dame,Grimstad
0:56:27,2,64,dame,Oslo
0:26:33,14,64,herre,Oslo
0:29:06,3,44,herre,Kristiansand
0:57:10,1,34,dame,Tromsø
0:24:03,10,18,dame,Kristiansand
0:43:46,2,31,dame,Kristiansand
0:29:12,9,36,dame,Kristiansand
0:33:45,3,43,herre,Oslo
0:43:56,3,55,herre,Oslo
0:50:29,2,50,herre,Tromsø
0:28:41,9,19,herre,Oslo
0:34:46,8,53,dame,Bergen
0:45:17,3,56,dame,Bergen
0:48:44,2,25,dame,Bergen
0:40:56,8,52,herre,Grimstad
0:39:02,5,41,dame,Kristiansand
0:39:59,3,33,dame,Kristiansand
0:48:56,3,39,herre,Kristiansand
0:41:42,2,36,dame,Kristiansand
0:55:36,1,76,herre,Bergen
0:28:50,9,30,herre,Kristiansand
0:46:17,2,58,herre,Oslo
0:53:01,5,67,herre,Grimstad
0:42:25,3,46,dame,Grimstad
0:47:36,5,51,dame,Kristiansand
0:28:40,12,18,herre,Bergen
0:43:02,3,42,dame,Oslo
0:43:50,3,27,dame,Tromsø
0:20:54,7,27,herre,Kristiansand
0:33:46,3,21,herre,Tromsø
0:21:20,4,28,herre,Grimstad
0:59:48,2,67,dame,Kristiansand
0:21:41,12,39,herre,Oslo
0:34:41,6,42,herre,Oslo
0:36:20,5,41,herre,Grimstad
0:31:53,4,44,herre,Tromsø
0:46:40,2,22,dame,Oslo
0:29:00,10,25,dame,Tromsø
0:35:14,8,34,herre,Kristiansand
0:40:25,3,40,dame,Tromsø
0:40:23,4,31,herre,Oslo
0:46:46,1,35,dame,Bergen
0:40:12,9,55,herre,Oslo
0:41:14,2,32,dame,Oslo
0:41:45,2,29,herre,Tromsø
0:43:09,3,48,herre,Grimstad
0:42:53,5,37,dame,Grimstad
0:54:09,2,60,herre,Tromsø
0:44:37,8,60,herre,Oslo
0:44:49,3,48,dame,Bergen
0:39:38,5,43,dame,Tromsø
0:51:12,11,42,dame,Bergen
0:58:09,3,65,herre,Kristiansand
0:40:29,4,58,herre,Grimstad
0:34:14,4,26,herre,Grimstad
0:45:18,4,36,dame,Kristiansand
0:53:08,4,56,herre,Grimstad
0:44:50,7,37,dame,Bergen
0:40:12,3,43,herre,Kristiansand
0:25:01,4,47,herre,Kristiansand
0:35:59,7,61,herre,Kristiansand
0:43:51,6,34,dame,Bergen
0:35:32,4,18,dame,Kristiansand
0:40:25,2,22,herre,Tromsø
0:46:23,3,26,dame,Grimstad
0:36:19,5,37,herre,Grimstad
0:30:20,5,21,herre,Kristiansand
0:51:25,2,60,dame,Grimstad
0:50:36,2,19,dame,Grimstad
0:39:37,4,35,dame,Bergen
0:53:53,3,79,herre,Grimstad
0:33:31,4,61,herre,Oslo
0:52:55,3,25,dame,Kristiansand
0:39:14,10,44,dame,Tromsø
0:38:49,4,18,dame,Bergen
0:31:50,2,22,herre,Bergen
0:26:52,5,48,herre,Bergen
0:35:00,3,22,herre,Grimstad
0:57:17,2,52,dame,Bergen
0:51:36,4,33,dame,Bergen
0:58:26,1,49,herre,Bergen
0:58:56,3,54,dame,Tromsø
0:31:07,5,42,herre,Tromsø
0:42:41,1,19,herre,Grimstad
0:43:19,6,66,dame,Oslo
0:42:54,4,28,dame,Kristiansand
0:45:40,2,33,dame,Bergen
0:46:00,5,37,dame,Bergen
0:40:17,3,19,herre,Oslo
0:40:33,3,29,herre,Grimstad
0:48:51,9,69,herre,Kristiansand
0:42:18,6,21,dame,Tromsø
0:59:56,2,61,herre,Kristiansand
0:32:36,4,41,herre,Kristiansand
0:42:28,4,52,dame,Bergen
0:48:10,2,50,herre,Bergen
0:30:11,4,38,herre,Tromsø
0:55:23,1,56,herre,Kristiansand
0:44:47,2,22,dame,Tromsø
0:45:34,2,43,dame,Tromsø
0:44:52,3,31,dame,Bergen
0:48:20,4,71,herre,Bergen
0:57:07,2,44,dame,Tromsø
0:42:21,11,47,dame,Tromsø
0:46:47,1,42,herre,Oslo
0:42:19,5,54,herre,Bergen
0:22:51,4,44,herre,Oslo
0:41:45,3,24,dame,Tromsø
0:42:09,1,49,herre,Bergen
0:55:54,5,56,dame,Bergen
0:25:30,11,24,herre,Oslo
0:27:54,9,27,herre,Oslo
0:28:31,4,49,herre,Grimstad
0:31:22,4,18,herre,Bergen
0:38:59,7,69,herre,Oslo
0:35:26,3,32,herre,Tromsø
0:39:16,5,27,dame,Kristiansand
0:36:44,5,27,dame,Kristiansand
0:37:28,4,20,herre,Oslo
0:46:11,1,23,herre,Tromsø
0:29:34,12,63,herre,Tromsø
0:39:58,3,25,herre,Grimstad
0:31:56,3,35,herre,Tromsø
0:51:45,6,61,dame,Kristiansand
0:33:21,2,38,herre,Grimstad
0:53:35,3,55,dame,Grimstad
0:41:18,2,35,herre,Tromsø
0:29:37,8,50,herre,Oslo
0:56:19,1,25,dame,Bergen
0:56:59,2,65,dame,Bergen
0:37:43,4,43,herre,Tromsø
0:48:02,2,21,dame,Grimstad
0:35:05,1,24,herre,Bergen
0:28:40,11,54,herre,Grimstad
0:37:28,6,21,dame,Tromsø
0:41:05,5,63,herre,Oslo
0:31:34,12,32,dame,Bergen
0:31:23,5,18,herre,Bergen
0:34:44,4,23,herre,Bergen
0:53:50,2,48,dame,Kristiansand
0:47:16,4,20,dame,Kristiansand
0:32:47,10,25,dame,Oslo
0:46:14,3,30,dame,Bergen
0:45:39,3,35,dame,Tromsø
0:29:37,2,43,herre,Bergen
0:47:51,3,31,dame,Oslo
0:34:23,12,36,dame,Oslo
0:39:36,4,27,herre,Kristiansand
0:30:24,5,32,herre,Grimstad
0:53:50,10,77,herre,Tromsø
0:36:13,4,39,herre,Kristiansand
0:55:23,3,47,dame,Oslo
0:36:28,12,68,herre,Grimstad
0:48:32,3,25,herre,Kristiansand
0:27:20,10,39,dame,Kristiansand
0:44:43,3,53,herre,Bergen
0:56:06,3,76,herre,Tromsø
0:39:44,3,27,herre,Grimstad
0:36:13,4,50,dame,Bergen
0:39:29,1,38,herre,Tromsø
0:58:59,1,26,dame,Tromsø
0:39:18,4,28,dame,Bergen
0:36:39,3,37,herre,Tromsø
0:24:47,12,28,herre,Bergen
0:33:56,5,31,herre,Bergen
0:36:28,5,35,dame,Bergen
0:37:11,11,54,herre,Bergen
0:46:53,3,24,herre,Kristiansand
0:30:20,12,26,herre,Grimstad
0:43:40,10,43,dame,Oslo
0:50:28,3,39,dame,Bergen
0:44:39,5,38,dame,Kristiansand
0:42:46,2,38,herre,Bergen
0:28:43,11,48,herre,Tromsø
0:24:42,9,53,herre,Bergen
0:43:26,1,56,herre,Oslo
0:45:01,3,19,dame,Bergen
0:50:15,7,44,dame,Tromsø
0:36:53,9,38,dame,Bergen
0:27:21,2,34,herre,Bergen
0:32:17,8,24,dame,Tromsø
0:26:06,10,33,herre,Bergen
0:41:31,2,31,herre,Tromsø
0:50:39,3,49,dame,Oslo
0:53:46,3,53,dame,Bergen
0:36:20,5,42,herre,Oslo
0:26:44,13,45,herre,Oslo
0:48:49,4,35,herre,Tromsø
0:44:47,7,58,dame,Tromsø
0:32:04,10,20,herre,Oslo
0:49:48,16,64,herre,Grimstad
0:28:19,9,32,herre,Tromsø
0:47:18,2,32,dame,Oslo
0:43:43,1,26,herre,Kristiansand
0:23:01,8,50,herre,Oslo
0:42:45,3,32,dame,Grimstad
0:27:36,9,19,herre,Grimstad
0:48:00,3,19,dame,Kristiansand
0:42:31,6,33,dame,Tromsø
0:48:32,3,41,dame,Grimstad
0:41:05,3,40,herre,Kristiansand
0:37:10,3,45,herre,Grimstad
0:30:18,7,25,dame,Bergen
0:40:56,6,56,dame,Tromsø
0:47:48,3,60,herre,Tromsø
0:39:09,2,25,herre,Bergen
0:47:37,6,25,dame,Grimstad
0:34:00,5,35,herre,Bergen
0:46:43,3,31,herre,Bergen
0:32:43,11,37,herre,Bergen
0:54:31,5,57,dame,Oslo
0:32:20,8,24,herre,Grimstad
0:44:29,2,26,dame,Kristiansand
0:30:49,3,44,herre,Grimstad
0:55:19,3,37,dame,Bergen
0:46:34,1,53,dame,Grimstad
0:44:19,3,41,dame,Kristiansand
0:51:31,5,21,dame,Bergen
0:35:54,1,60,herre,Oslo
0:42:29,3,29,herre,Kristiansand
0:41:04,3,24,herre,Grimstad
0:48:34,1,31,herre,Kristiansand
0:35:39,6,62,herre,Grimstad
0:33:36,5,38,dame,Grimstad
0:41:08,3,35,dame,Tromsø
0:43:28,4,25,herre,Tromsø
0:45:43,11,47,dame,Tromsø
0:17:43,4,38,herre,Kristiansand
0:56:06,3,57,dame,Oslo
0:38:53,4,44,herre,Kristiansand
0:39:32,4,44,dame,Kristiansand
0:33:57,3,41,herre,Tromsø
0:38:40,8,31,herre,Tromsø
0:54:32,3,50,dame,Oslo
0:48:21,1,22,dame,Bergen
0:37:01,7,38,herre,Bergen
0:37:59,4,23,herre,Kristiansand
0:47:32,2,44,dame,Oslo
0:34:58,6,37,herre,Grimstad
0:31:58,5,33,dame,Tromsø
0:46:06,3,33,dame,Tromsø
0:49:44,1,42,herre,Grimstad
0:52:04,3,45,dame,Grimstad
0:33:57,4,38,herre,Bergen
0:39:38,5,70,herre,Tromsø
0:30:41,6,34,herre,Bergen
0:34:00,9,37,dame,Tromsø
0:50:13,1,22,herre,Tromsø
0:53:14,1,72,herre,Bergen
0:37:48,5,55,herre,Bergen
0:48:08,3,21,dame,Oslo
0:39:37,4,35,herre,Grimstad
0:39:53,12,37,dame,Grimstad
0:40:14,3,18,herre,Tromsø
0:32:59,1,19,herre,Grimstad
0:41:05,2,29,herre,Kristiansand
0:41:01,4,21,dame,Bergen
0:33:13,3,25,herre,Kristiansand
0:41:50,4,25,herre,Bergen
0:45:18,3,32,dame,Tromsø
0:24:33,7,29,herre,Grimstad
0:41:59,3,32,herre,Kristiansand
0:52:40,3,65,dame,Grimstad
0:58:59,4,77,herre,Tromsø
0:49:22,3,40,dame,Oslo
0:45:55,5,55,dame,Oslo
0:33:22,5,20,herre,Tromsø
0:36:31,2,46,herre,Oslo
0:45:22,3,64,herre,Kristiansand
0:33:47,9,37,herre,Tromsø
0:34:07,6,31,dame,Bergen
0:22:58,6,28,herre,Bergen
0:50:37,2,59,dame,Grimstad
0:48:09,6,66,herre,Kristiansand
0:33:33,3,26,herre,Oslo
0:56:53,4,73,herre,Kristiansand
0:24:57,8,50,herre,Grimstad
0:20:27,9,40,herre,Oslo
0:45:25,2,34,dame,Grimstad
0:44:26,3,23,dame,Oslo
0:41:47,2,27,herre,Bergen
0:48:12,3,40,dame,Kristiansand
0:41:28,5,52,herre,Kristiansand
0:44:36,2,43,dame,Kristiansand
0:26:42,10,43,dame,Tromsø
0:41:41,3,56,herre,Kristiansand
0:30:05,7,39,herre,Tromsø
0:27:14,11,28,herre,Kristiansand
0:30:21,11,23,herre,Kristiansand
0:35:41,4,39,herre,Grimstad
0:46:58,8,70,herre,Grimstad
0:30:49,11,20,herre,Oslo
0:58:10,3,61,dame,Tromsø
0:56:36,3,58,dame,Kristiansand
0:30:41,8,31,herre,Tromsø
0:56:04,2,55,dame,Grimstad
0:41:33,3,54,herre,Kristiansand
0:47:34,2,29,dame,Tromsø
0:51:15,1,30,dame,Oslo
0:41:08,4,21,herre,Grimstad
0:38:12,3,31,dame,Oslo
0:27:30,3,40,herre,Oslo
0:44:53,11,62,dame,Bergen
0:33:01,8,39,dame,Bergen
0:41:51,3,21,dame,Tromsø
0:42:42,4,48,dame,Bergen
0:46:11,5,39,dame,Grimstad
0:47:06,9,63,dame,Grimstad
0:32:32,5,20,herre,Tromsø
0:52:52,2,29,dame,Kristiansand
0:45:51,2,46,dame,Oslo
0:29:55,9,35,dame,Kristiansand
0:38:04,4,39,herre,Kristiansand
0:40:58,4,35,dame,Tromsø
0:40:03,4,55,herre,Tromsø
0:50:53,1,38,dame,Bergen
0:51:05,1,41,dame,Tromsø
0:33:57,10,46,dame,Bergen
0:40:02,4,34,dame,Tromsø
0:53:58,3,21,dame,Kristiansand
0:48:37,3,57,herre,Bergen
0:34:34,2,40,herre,Bergen
0:29:26,11,18,herre,Tromsø
0:38:59,4,63,herre,Oslo
0:47:02,7,62,herre,Tromsø
0:56:41,1,35,dame,Kristiansand
0:44:25,5,59,dame,Tromsø
0:50:27,2,26,dame,Kristiansand
0:30:35,4,29,herre,Oslo
0:34:35,9,71,herre,Tromsø
0:39:15,3,22,herre,Tromsø
0:31:39,4,42,herre,Tromsø
0:47:21,1,34,dame,Tromsø
0:38:40,2,58,herre,Bergen
0:24:50,13,39,dame,Oslo
0:41:50,7,57,herre,Tromsø
0:45:59,1,33,herre,Bergen
0:33:03,6,46,herre,Oslo
0:41:10,7,22,dame,Oslo
0:27:09,5,30,herre,Kristiansand
0:54:55,1,32,dame,Grimstad
0:31:02,3,41,herre,Bergen
0:30:36,1,48,herre,Bergen
0:27:11,4,31,herre,Kristiansand
0:38:44,6,56,herre,Oslo
0:40:13,4,60,herre,Bergen
0:57:27,3,62,dame,Bergen
0:35:14,3,18,herre,Bergen
0:54:38,2,69,dame,Kristiansand
0:42:24,4,65,herre,Bergen
0:35:39,6,39,dame,Grimstad
0:45:42,5,35,dame,Oslo
0:55:31,3,54,dame,Bergen
0:39:50,3,36,herre,Grimstad
0:44:58,4,44,dame,Bergen
0:31:11,10,25,herre,Bergen
0:44:39,3,58,dame,Grimstad
0:42:32,5,50,herre,Tromsø
0:47:57,2,69,herre,Oslo
0:45:43,3,57,dame,Kristiansand
0:30:54,7,42,herre,Grimstad
0:29:51,11,37,dame,Tromsø
0:38:05,5,48,dame,Oslo
0:31:00,10,19,dame,Oslo
0:41:28,3,54,herre,Bergen
0:33:51,1,35,herre,Tromsø
0:46:20,2,41,dame,Tromsø
0:50:35,3,25,dame,Grimstad
0:58:32,10,62,dame,Bergen
0:34:22,10,25,dame,Bergen
0:31:41,14,31,dame,Tromsø
0:40:56,5,27,dame,Bergen
0:58:52,1,33,dame,Grimstad
0:39:02,6,40,dame,Tromsø
0:27:15,5,51,herre,Kristiansand
0:48:11,4,63,herre,Grimstad
0:30:39,10,40,herre,Grimstad
0:42:37,2,36,herre,Tromsø
0:22:03,12,43,herre,Bergen
0:39:10,9,60,dame,Kristiansand
0:49:48,2,62,herre,Bergen
0:53:33,1,74,herre,Oslo
0:56:07,1,49,herre,Tromsø
0:42:17,7,62,herre,Grimstad
0:41:28,7,60,herre,Tromsø
0:53:07,4,47,dame,Oslo
0:49:30,5,45,herre,Grimstad
0:36:31,11,27,dame,Tromsø
0:43:09,5,48,dame,Bergen
0:46:48,3,50,herre,Bergen
0:37:42,1,47,herre,Kristiansand
0:39:01,3,37,herre,Oslo
0:39:42,9,57,herre,Kristiansand
0:27:37,7,29,dame,Oslo
0:28:51,1,38,herre,Oslo
0:44:44,3,19,herre,Kristiansand
0:32:29,6,52,herre,Oslo
0:53:15,3,66,herre,Grimstad
0:30:11,13,57,herre,Tromsø
0:33:26,10,36,dame,Oslo
0:40:34,4,19,dame,Tromsø
0:44:47,10,64,herre,Grimstad
0:55:29,4,70,dame,Tromsø
0:40:11,3,26,herre,Oslo
0:33:49,10,52,herre,Kristiansand
0:39:30,5,39,dame,Tromsø
0:51:52,1,51,herre,Oslo
0:59:40,3,57,dame,Bergen
0:39:36,5,48,herre,Tromsø
0:42:20,6,27,dame,Tromsø
0:49:44,3,57,dame,Bergen
0:28:49,9,37,dame,Kristiansand
0:43:07,4,35,dame,Tromsø
0:45:19,3,39,herre,Oslo
0:45:23,4,38,dame,Bergen
0:55:51,3,59,dame,Grimstad
0:39:34,4,50,dame,Oslo
0:32:25,3,27,herre,Kristiansand
0:32:12,3,32,herre,Oslo
0:42:13,5,36,herre,Kristiansand
0:52:24,4,42,dame,Grimstad
0:37:12,7,23,dame,Grimstad
0:42:29,3,38,dame,Tromsø
0:33:51,2,25,herre,Tromsø
0:45:49,2,26,dame,Oslo
0:50:10,4,51,dame,Grimstad
0:35:16,5,36,herre,Bergen
0:49:10,2,41,dame,Kristiansand
0:32:35,11,34,dame,Tromsø
0:43:59,6,31,dame,Tromsø
0:32:58,11,65,herre,Kristiansand
0:29:32,10,20,herre,Bergen
0:58:54,3,28,dame,Oslo
0:46:22,3,53,dame,Oslo
0:40:25,10,50,dame,Kristiansand
0:29:23,8,20,herre,Oslo
0:25:25,8,49,herre,Oslo
0:51:29,1,37,herre,Tromsø
0:42:05,8,27,dame,Grimstad
0:30:44,10,22,dame,Oslo
0:49:57,6,59,dame,Tromsø
0:53:54,4,54,herre,Oslo
0:34:18,5,40,dame,Grimstad
0:45:25,3,19,dame,Bergen
0:36:08,3,35,herre,Tromsø
0:47:41,2,67,herre,Kristiansand
0:46:09,3,62,herre,Bergen
0:53:58,3,47,dame,Tromsø
0:56:26,5,67,herre,Oslo
0:43:37,3,32,herre,Tromsø
0:52:37,1,40,herre,Bergen
0:48:30,3,59,dame,Kristiansand
0:22:45,8,20,herre,Grimstad
0:42:45,1,40,herre,Bergen
0:46:43,2,32,dame,Grimstad
0:45:07,3,38,dame,Bergen
0:59:40,3,82,dame,Oslo
0:31:04,3,46,herre,Bergen
0:33:31,5,56,herre,Kristiansand
0:46:33,2,56,herre,Oslo
0:38:28,9,22,herre,Grimstad
0:31:59,3,62,herre,Grimstad
0:59:27,3,47,dame,Kristiansand
0:25:40,8,24,herre,Oslo
0:30:04,12,44,herre,Grimstad
0:33:18,5,25,herre,Oslo
0:17:33,11,47,herre,Bergen
0:37:00,11,26,dame,Bergen
0:30:56,6,61,herre,Grimstad
0:51:35,4,73,dame,Grimstad
0:34:30,1,24,herre,Tromsø
0:57:00,1,35,dame,Oslo
0:46:41,1,33,dame,Oslo
0:51:12,3,28,dame,Grimstad
0:42:42,3,34,herre,Oslo
0:34:37,3,33,herre,Oslo
0:54:18,4,56,dame,Tromsø
0:28:27,2,31,herre,Bergen
0:46:24,2,24,dame,Grimstad
0:34:41,8,45,herre,Oslo
0:46:38,8,58,dame,Oslo
0:43:06,3,58,herre,Oslo
0:30:25,4,42,herre,Oslo
0:19:24,12,59,herre,Bergen
0:44:42,4,24,herre,Kristiansand
0:30:05,3,40,herre,Tromsø
0:42:28,2,25,dame,Grimstad
0:48:23,1,29,dame,Kristiansand
0:40:34,3,48,herre,Bergen
0:49:16,2,40,dame,Tromsø
0:23:54,11,31,herre,Grimstad
0:54:33,1,45,dame,Grimstad
0:55:18,3,45,dame,Tromsø
0:34:39,2,35,herre,Oslo
0:28:31,2,29,herre,Oslo
0:47:10,2,33,dame,Bergen
0:39:59,8,23,dame,Oslo
0:30:05,11,35,herre,Tromsø
0:46:57,2,51,dame,Kristiansand
0:38:00,10,48,herre,Tromsø
0:35:18,3,38,dame,Bergen
0:49:59,10,65,dame,Tromsø
0:46:31,3,24,dame,Kristiansand
0:47:36,4,42,dame,Oslo
0:57:28,1,34,dame,Kristiansand
0:48:55,5,65,dame,Tromsø
0:36:22,2,39,herre,Bergen
0:33:41,2,28,herre,Grimstad
0:41:49,5,25,herre,Tromsø
0:46:23,1,56,herre,Kristiansand
0:42:21,9,54,herre,Grimstad
0:30:05,5,19,herre,Kristiansand
0:39:12,11,50,dame,Kristiansand
0:48:15,2,18,dame,Tromsø
0:41:24,1,21,herre,Grimstad
0:33:53,4,45,dame,Oslo
0:30:30,5,31,herre,Oslo
0:44:27,1,20,dame,Oslo
0:29:34,5,34,herre,Grimstad
0:38:03,3,44,herre,Bergen
0:34:06,3,68,herre,Bergen
0:43:26,4,63,herre,Tromsø
0:38:19,2,29,herre,Grimstad
0:44:00,3,20,herre,Kristiansand
0:38:41,3,37,herre,Tromsø
0:37:28,5,29,dame,Bergen
0:24:03,12,43,herre,Oslo
0:51:33,2,47,dame,Kristiansand
0:25:12,9,39,herre,Oslo
0:53:12,1,41,dame,Bergen
0:34:12,3,32,herre,Oslo
0:35:37,7,27,dame,Bergen
0:43:15,2,33,herre,Tromsø
0:35:16,4,23,herre,Kristiansand
0:44:43,8,32,dame,Bergen
0:49:53,1,44,dame,Kristiansand
0:32:36,4,42,herre,Tromsø
0:42:39,2,27,dame,Bergen
0:41:07,1,48,herre,Grimstad
0:26:06,3,25,herre,Grimstad
0:48:12,5,51,dame,Oslo
0:26:06,3,19,herre,Tromsø
0:39:01,3,22,herre,Oslo
0:44:50,4,27,dame,Bergen
0:31:31,3,25,herre,Oslo
0:41:26,2,20,herre,Bergen
0:48:10,4,46,dame,Kristiansand
0:39:08,4,28,dame,Kristiansand
0:41:21,2,50,dame,Tromsø
0:47:46,5,58,herre,Bergen
0:38:18,3,52,herre,Bergen
0:40:58,6,20,dame,Bergen
0:34:45,7,43,herre,Kristiansand
0:41:22,3,35,dame,Oslo
0:33:06,3,42,herre,Kristiansand
0:54:20,4,40,dame,Grimstad
0:52:01,2,60,dame,Grimstad
0:41:31,8,47,herre,Kristiansand
0:49:05,3,29,dame,Oslo
0:44:03,5,32,dame,Bergen
0:36:04,2,39,herre,Grimstad
0:46:17,3,68,herre,Kristiansand
0:42:29,6,30,dame,Tromsø
0:49:09,9,69,herre,Grimstad
0:30:00,4,22,herre,Grimstad
0:45:05,3,55,herre,Bergen
0:27:30,8,29,herre,Tromsø
0:50:23,1,47,dame,Bergen
0:37:45,1,42,herre,Grimstad
0:48:55,9,52,dame,Oslo
0:28:04,3,49,herre,Tromsø
0:48:12,4,50,dame,Tromsø
0:44:47,3,40,dame,Kristiansand
0:31:06,1,24,herre,Bergen
0:44:27,8,31,dame,Tromsø
0:43:20,2,25,herre,Kristiansand
0:39:23,3,53,herre,Grimstad
0:44:50,4,20,dame,Tromsø
0:37:18,4,47,herre,Bergen
0:56:35,2,59,herre,Tromsø
0:47:40,1,25,herre,Grimstad
0:50:58,6,42,dame,Kristiansand
0:33:35,7,51,dame,Bergen
0:44:08,3,58,herre,Grimstad
0:42:35,4,21,dame,Grimstad
0:37:48,5,58,herre,Kristiansand
0:52:18,1,34,dame,Kristiansand
0:54:22,3,52,dame,Tromsø
0:55:53,2,34,dame,Kristiansand
0:57:30,4,79,herre,Tromsø
0:37:08,3,49,herre,Kristiansand
0:57:01,2,64,dame,Oslo
0:35:36,10,53,herre,Bergen
0:24:31,8,26,herre,Grimstad
0:42:46,2,44,dame,Oslo
0:51:32,3,60,herre,Kristiansand
0:41:40,4,54,herre,Kristiansand
0:55:19,1,57,herre,Bergen
0:49:25,1,35,dame,Tromsø
0:39:46,4,21,dame,Grimstad
0:37:46,3,55,herre,Kristiansand
0:56:55,3,26,dame,Tromsø
0:33:43,10,28,dame,Oslo
0:58:10,3,53,dame,Tromsø
0:53:19,7,68,dame,Tromsø
0:35:26,3,28,herre,Grimstad
0:40:03,3,37,herre,Tromsø
0:41:13,2,24,dame,Grimstad
0:37:29,3,51,herre,Grimstad
0:26:51,10,53,herre,Kristiansand
0:46:47,3,57,herre,Tromsø
0:46:29,1,70,herre,Grimstad
0:39:23,3,30,dame,Tromsø
0:17:46,6,19,herre,Grimstad
0:17:24,11,19,herre,Bergen
0:48:33,11,58,dame,Kristiansand
0:42:59,8,26,dame,Bergen
0:45:55,3,29,dame,Oslo
0:38:47,5,73,herre,Tromsø
0:30:35,4,34,herre,Bergen
0:33:47,5,51,herre,Oslo
0:39:13,3,48,herre,Kristiansand
0:51:52,1,59,herre,Grimstad
0:58:16,4,75,herre,Oslo
0:56:41,8,71,dame,Bergen
0:32:19,8,42,dame,Grimstad
0:27:39,10,26,dame,Grimstad
0:31:49,10,46,herre,Tromsø
0:30:32,3,29,herre,Grimstad
0:49:56,1,25,dame,Tromsø
0:34:02,10,45,dame,Oslo
0:45:38,4,44,dame,Bergen
0:47:47,5,27,dame,Bergen
0:30:07,8,54,herre,Grimstad
0:41:27,2,23,dame,Tromsø
0:46:56,3,31,dame,Tromsø
0:45:18,4,46,dame,Kristiansand
0:34:48,2,30,herre,Bergen
0:27:47,4,34,herre,Kristiansand
0:48:30,3,56,herre,Kristiansand
0:30:08,6,19,herre,Bergen
0:47:18,1,58,herre,Grimstad
0:45:56,5,26,dame,Tromsø
0:43:05,3,26,dame,Grimstad
0:47:43,1,45,dame,Oslo
0:36:40,5,27,herre,Grimstad
0:40:02,2,25,dame,Bergen
0:45:56,1,40,herre,Tromsø
0:30:17,7,52,herre,Grimstad
0:43:35,4,45,dame,Bergen
0:50:44,3,60,herre,Kristiansand
0:43:41,3,56,dame,Bergen
0:23:37,4,50,herre,Kristiansand
0:54:35,3,28,dame,Tromsø
