ProductID,FatContent,Visibility,StoreType,SizeStore,MRP,Sales
NCP30,Low Fat,0.032819637,Supermarket Type1,Medium,38.9822,982.055
FDR27,Regular,0.096249842,Supermarket Type1,Medium,134.4942,2119.9072
FDW39,Regular,-99.0,Supermarket Type1,,176.937,4234.488
DRZ24,Low Fat,-99.0,Supermarket Type3,Medium,121.044,2396.88
FDK21,Low Fat,0.010003987,Supermarket Type1,High,250.7408,5757.8384
FDJ04,Low Fat,0.124452048,Supermarket Type1,Small,118.5124,1303.6364
FDZ13,Regular,0.154363209,Supermarket Type1,,50.835,599.22
FDS16,Regular,0.066551268,Supermarket Type1,,144.67600000000004,3954.852
FDD56,Regular,0.17370354899999998,Grocery Store,,175.8054,1050.6324
FDI57,Low Fat,0.054025644000000005,Supermarket Type1,Small,197.2768,6503.5344
FDQ12,Low Fat,0.03523927,Supermarket Type3,Medium,231.601,5972.226
FDI56,Low Fat,0.093385381,Supermarket Type1,Small,91.3146,1641.8628
NCT42,Low Fat,0.024937792,Supermarket Type1,,148.4392,2087.9488
FDM25,Regular,0.060654268,Supermarket Type1,Small,174.7712,3339.6528
DRB25,Low Fat,0.06912336,Supermarket Type3,Medium,106.0938,2787.0388
NCY30,LF,0.025953257,Supermarket Type1,Small,179.5976,2535.3664
FDD44,Regular,0.07884393,Supermarket Type1,,257.0646,8760.5964
FDK45,Low Fat,0.033851785,Supermarket Type1,Small,112.186,1018.674
FDN45,Low Fat,0.118342285,Supermarket Type1,,222.6088,1789.6704
FDQ09,Low Fat,0.058121214,Supermarket Type1,Small,115.8834,1382.2008
FDC17,Low Fat,0.015457803,Supermarket Type1,Small,209.9928,5259.82
FDD45,low fat,0.116152226,Supermarket Type1,High,94.1436,1512.6976
FDD41,Regular,0.087260103,Supermarket Type1,Small,105.0306,2090.612
FDU46,Regular,0.0111263,Supermarket Type1,Small,87.25399999999998,1211.756
FDO45,Regular,0.038167453,Supermarket Type1,,89.4856,1230.3984
FDG41,Regular,0.076547632,Supermarket Type1,Small,109.5228,1657.842
DRC13,Regular,-99.0,Supermarket Type1,,122.573,739.038
FDX50,Low Fat,0.074931201,Supermarket Type2,Medium,108.9228,1105.228
FDK56,Low Fat,-99.0,Supermarket Type1,Small,185.1898,2619.2572
NCL18,Low Fat,0.16758389,Supermarket Type1,Small,194.6136,2721.7904
FDN57,Low Fat,0.054318517,Supermarket Type1,Medium,140.9154,6381.693
FDX03,Regular,0.060800116,Supermarket Type3,Medium,44.4744,769.6648
NCU17,Low Fat,-99.0,Supermarket Type1,High,101.7674,1120.5414
FDL14,reg,0.032152786,Supermarket Type1,Small,157.3972,1869.5664
NCU18,Low Fat,0.055840055,Supermarket Type1,Small,139.8496,1411.496
NCH43,Low Fat,0.070968081,Supermarket Type1,,215.9192,1941.4728
FDH41,Low Fat,0.08199601299999999,Supermarket Type1,Small,216.2534,4301.068
FDS28,Regular,0.08273726099999999,Supermarket Type2,Medium,57.3588,343.5528
FDG02,Low Fat,0.011206632,Supermarket Type3,Medium,191.4188,3998.7948
FDS40,Low Fat,0.014047825,Supermarket Type1,,36.719,585.904
FDD10,Regular,0.045982389000000005,Supermarket Type1,High,177.0344,535.3032
DRQ35,Low Fat,0.042256257,Supermarket Type1,High,124.4388,1609.9044
NCL05,Low Fat,-99.0,Supermarket Type1,Medium,42.877,649.155
FDJ48,Low Fat,0.056424146,Supermarket Type1,Small,247.8118,2223.1062
FDV21,Low Fat,0.170254469,Supermarket Type3,Medium,124.8704,2127.8968
FDJ26,Regular,0.084749164,Supermarket Type1,Small,215.5218,4060.7142
NCN05,Low Fat,0.014541462,Supermarket Type1,,184.495,3844.995
FDK09,Low Fat,0.091763303,Supermarket Type1,Small,228.5352,1832.2816
FDM56,low fat,0.069851683,Supermarket Type3,Medium,110.9912,1310.2944
DRF25,Low Fat,0.039004193,Supermarket Type1,,37.019,659.1419999999998
FDG14,reg,0.05060313,Supermarket Type1,,150.9024,4402.2696
FDZ31,Regular,0.113195815,Supermarket Type1,Small,190.8504,3643.2576
FDU21,Regular,0.134327613,Grocery Store,Small,35.0558,33.9558
FDC57,Regular,0.054584207,Supermarket Type1,Small,193.382,4247.804
FDU46,Regular,0.018623146,Grocery Store,,87.854,259.66200000000003
FDU22,Low Fat,0.093278912,Supermarket Type1,Small,118.7124,2607.2728
DRG23,Low Fat,0.086957199,Supermarket Type1,,152.5682,1372.2138
FDR23,Low Fat,0.13689554,Grocery Store,,176.437,529.311
FDI14,Low Fat,0.090043082,Supermarket Type2,Medium,140.1496,846.8976
NCN42,Low Fat,0.014251461000000003,Supermarket Type1,,148.6418,2648.5524
NCM41,Low Fat,0.035711426,Supermarket Type1,Medium,93.612,1584.604
FDT55,Regular,0.043655155,Supermarket Type1,Small,156.7946,3629.2758
DRY23,Regular,0.108568067,Supermarket Type3,Medium,42.9112,809.6128
FDL46,Low Fat,0.090480214,Grocery Store,,119.5466,117.8466
FDQ57,Low Fat,0.027942357,Supermarket Type1,Small,145.076,1611.236
FDQ16,Low Fat,0.041730507,Supermarket Type1,Small,109.2912,2402.2064
FDZ52,Low Fat,0.099589909,Supermarket Type3,Medium,109.1886,4225.1668
FDL16,Low Fat,0.294939214,Grocery Store,Small,47.106,139.81799999999998
NCX18,Low Fat,0.008829805999999999,Supermarket Type2,Medium,196.811,4517.453
FDM34,Low Fat,0.067722325,Supermarket Type2,Medium,130.8626,1573.9512
FDG60,Low Fat,0.060405784,Supermarket Type3,Medium,234.5616,6796.4864
NCA06,Low Fat,-99.0,Supermarket Type2,Medium,37.119,842.237
DRD12,Low Fat,0.077193561,Supermarket Type1,Small,89.9146,1277.0044
FDP04,Low Fat,0.013869039,Supermarket Type2,Medium,62.5168,447.4176
NCH30,Low Fat,0.067290244,Supermarket Type1,,114.586,1584.604
FDS04,Regular,0.146960375,Supermarket Type1,,142.2838,1685.8056
FDQ13,Low Fat,0.018632082,Grocery Store,Small,82.9908,503.3448
FDU59,Low Fat,0.096536082,Supermarket Type1,Medium,162.8552,3574.0144
DRG11,Low Fat,0.084008316,Supermarket Type1,,108.2596,1186.4556
FDA36,Low Fat,0.005638944,Supermarket Type3,Medium,184.9924,3146.5708
FDA15,Low Fat,0.01601936,Supermarket Type1,Small,248.5092,6474.2392
FDZ03,Regular,0.13187274,Grocery Store,,188.024,745.696
FDJ16,LF,0.114863923,Supermarket Type1,Small,59.0246,1853.5872
FDZ12,Low Fat,0.103138922,Supermarket Type1,Medium,141.747,3006.087
FDH09,Low Fat,0.056191301,Supermarket Type1,,53.2982,736.3748
FDT13,Low Fat,0.01867669,Supermarket Type1,,188.7214,3956.8494
FDU20,Regular,0.021578923,Supermarket Type1,,120.5098,1807.647
DRH25,Low Fat,-99.0,Supermarket Type1,Small,52.2324,467.3916
FDK26,Regular,0.032242661,Supermarket Type1,,187.624,3542.056
FDU32,Low Fat,0.025962714,Supermarket Type1,Small,120.9414,1949.4624
FDI22,Low Fat,0.096407554,Supermarket Type1,,210.8612,3344.9792
NCB54,Low Fat,0.050256604,Supermarket Type2,Medium,127.3336,2684.5056
FDX46,Regular,0.058234620999999986,Supermarket Type1,,58.7562,592.562
NCC07,Low Fat,0.023931217,Supermarket Type1,High,103.1964,736.3748
FDQ34,LF,0.284065879,Grocery Store,Small,105.5622,211.7244
FDM16,Regular,0.033692089,Supermarket Type2,Medium,76.2354,1279.0018
FDJ55,Regular,0.023417004,Supermarket Type3,Medium,223.8404,7201.2928
DRI01,Low Fat,0.034647829,Supermarket Type1,,171.2422,3103.9596
FDD50,Low Fat,0.142219209,Supermarket Type2,Medium,167.6132,1522.0188
FDJ08,Low Fat,0.11089655,Supermarket Type1,,191.5846,2101.9306
NCK18,Low Fat,0.006708517,Supermarket Type1,Medium,164.6184,2972.1312
FDQ14,Low Fat,0.103419257,Grocery Store,,148.105,149.805
FDS51,Low Fat,0.032180494,Supermarket Type1,Small,61.2194,433.4358
FDA04,Regular,0.066717378,Supermarket Type1,Small,260.8962,4920.9278
FDP10,Low Fat,0.128814669,Supermarket Type1,,107.6622,1164.4842
FDT36,Low Fat,0.111500259,Supermarket Type1,,35.6874,846.8976
FDH38,Low Fat,0.010497273,Supermarket Type1,,118.3808,2812.3392
FDC16,Regular,0.020653603,Supermarket Type2,Medium,84.954,865.54
FDF17,Low Fat,0.042687151,Supermarket Type1,Medium,195.911,2946.165
FDU23,Low Fat,0.021705417,Supermarket Type1,High,163.5184,3137.2496
FDB34,Low Fat,0.026651184,Supermarket Type1,Medium,86.6198,1657.1762
FDW26,Regular,0.106968096,Supermarket Type1,High,221.6772,3113.2808
FDP45,Regular,0.030686952000000007,Supermarket Type1,,253.4724,1510.0344
FDD38,Regular,0.008191729,Supermarket Type1,Small,103.5674,1629.8784
FDM60,Regular,0.048218142,Supermarket Type1,Medium,42.2138,690.4346
FDW26,Regular,0.107036943,Supermarket Type1,Small,220.3772,4447.544
FDV51,Low Fat,0.032381325,Supermarket Type3,Medium,166.1842,5470.8786
FDT33,Regular,0.034043503,Supermarket Type1,Medium,168.7158,2673.8528
FDQ40,Regular,0.036027524,Supermarket Type1,Small,177.2712,3339.6528
FDX40,Low Fat,-99.0,Supermarket Type1,Small,38.3164,502.0132
FDU31,Regular,0.02498633,Supermarket Type1,Small,216.7508,3038.7112
DRJ01,Low Fat,0.115032406,Supermarket Type1,Small,161.0236,1288.9888
FDP11,Low Fat,0.068765925,Supermarket Type3,Medium,216.9166,4354.332
NCN43,Low Fat,0.0067270080000000005,Supermarket Type3,Medium,125.173,3202.498
FDA15,Low Fat,0.016087659,Supermarket Type2,Medium,249.6092,5976.2208
FDO04,Low Fat,-99.0,Supermarket Type1,,54.6614,884.1824
NCF43,Low Fat,0.051936086,Supermarket Type1,Small,142.947,3006.087
NCI17,Low Fat,0.1442339,Supermarket Type1,,95.441,3282.394
FDY47,Regular,0.05443912,Supermarket Type1,High,128.83100000000002,1038.648
FDF20,Low Fat,0.033059299,Supermarket Type3,Medium,196.4768,6306.4576
NCS53,Low Fat,0.089778187,Supermarket Type1,Small,158.4604,2693.8268
FDK38,Low Fat,0.053372768,Supermarket Type1,Medium,149.5734,2524.0478
FDW43,Regular,0.022406575,Supermarket Type1,High,225.9036,3643.2576
FDV57,Regular,0.065896556,Supermarket Type1,Small,179.266,1438.128
FDX26,Low Fat,0.088305201,Supermarket Type1,,182.3292,4195.8716
FDR04,Low Fat,0.022566975,Supermarket Type1,Small,97.3068,1263.6884
FDP19,Low Fat,-99.0,Supermarket Type1,High,129.3652,2066.6432
FDT07,Regular,0.077756427,Supermarket Type1,,254.533,1281.665
DRB24,Low Fat,0.020609218,Supermarket Type1,Medium,155.1656,4016.1056
FDB36,Regular,-99.0,Supermarket Type1,Small,129.1626,3672.5528
NCE07,Low Fat,0.013066448,Supermarket Type3,Medium,140.9154,2127.231
FDI16,reg,0.135118202,Supermarket Type3,Medium,52.56399999999999,2290.3520000000008
FDP45,Regular,0.030624844,Supermarket Type1,Small,252.2724,1258.362
NCC43,low fat,0.092705683,Supermarket Type1,High,251.9066,4267.1122
FDQ23,Low Fat,0.042941559,Grocery Store,Small,102.9332,102.5332
FDW24,Low Fat,0.03748996,Supermarket Type1,Small,48.6034,291.6204
FDW09,Regular,0.025795293,Supermarket Type3,Medium,80.2302,2139.2154
FDN10,Low Fat,0.046115083,Supermarket Type1,Small,120.2124,1540.6612
FDE23,Regular,0.053170949,Supermarket Type1,Small,45.606,1724.422
FDV16,Regular,0.08291501700000001,Supermarket Type1,Small,34.9558,645.1602
FDF12,Low Fat,0.082028694,Supermarket Type3,Medium,148.6076,3990.8052
FDN21,Low Fat,0.076975118,Supermarket Type1,Medium,161.8236,1611.236
DRC25,Low Fat,0.045371855,Supermarket Type1,Small,86.0882,1116.5466
NCP18,Low Fat,0.028642712,Supermarket Type1,Medium,149.0708,1203.7664
FDW60,Regular,0.017047751,Supermarket Type1,High,174.637,2999.429
FDY04,Regular,0.042562588,Supermarket Type1,,165.021,3425.541
NCJ31,LF,0.181769264,Supermarket Type3,Medium,240.6196,4579.3724
DRN47,Low Fat,0.016812745,Supermarket Type1,High,180.666,4134.618
FDU13,Low Fat,-99.0,Supermarket Type1,High,145.6418,3384.2614
FDT39,reg,0.016516867,Grocery Store,,151.1366,453.4098
NCQ18,Low Fat,0.13496039699999998,Supermarket Type1,High,101.37,2097.27
FDV25,low fat,0.045614252,Supermarket Type1,High,221.5456,6852.4136
NCE30,Low Fat,0.099136036,Supermarket Type1,Small,210.3902,1486.7314
NCN42,Low Fat,0.014222617,Supermarket Type1,Small,148.9418,3531.4032
FDW25,Low Fat,0.037457098,Supermarket Type1,Medium,83.4224,1448.7808
FDS49,Low Fat,0.07927948900000001,Supermarket Type1,High,77.2644,1335.5948
FDN34,Regular,0.045835395,Supermarket Type1,Medium,168.2132,2367.5848
FDS45,Regular,0.029616108,Supermarket Type2,Medium,107.7622,2011.3818
NCL53,Low Fat,-99.0,Supermarket Type3,Medium,175.4028,6729.9064
FDT38,Low Fat,0.0576269,Supermarket Type1,Medium,83.3566,1860.2452
NCX06,Low Fat,0.015687045,Supermarket Type1,Small,182.6976,3440.8544
NCY17,Low Fat,0.162960415,Supermarket Type1,High,43.5086,1070.6064
NCO18,Low Fat,0.024651269,Supermarket Type1,Small,179.5686,1422.1488
FDY47,Regular,0.091195818,Grocery Store,,130.231,129.83100000000002
FDF57,Regular,0.05854250900000001,Supermarket Type3,Medium,168.6448,3408.896
FDS26,Low Fat,0.08960832099999999,Supermarket Type1,Medium,262.1594,3139.9128
NCL17,Low Fat,0.067766896,Supermarket Type1,Small,140.6812,3704.5112
NCB18,Low Fat,0.041355366,Supermarket Type1,Medium,88.7514,2656.542
FDA50,LF,0.14591330800000002,Grocery Store,,95.441,193.082
DRE13,Low Fat,0.027748176,Supermarket Type1,Medium,86.5198,1395.5168
DRE60,Low Fat,0.159201868,Supermarket Type1,High,226.072,3621.952
FDB20,Low Fat,0.052274691,Supermarket Type1,,79.1986,778.9860000000001
NCS18,Low Fat,0.042175992,Supermarket Type1,High,106.4938,2465.4574
FDH19,Low Fat,0.057933643,Grocery Store,Small,175.1738,347.5476
FDS47,Low Fat,-99.0,Supermarket Type1,,88.7856,966.7416
FDC09,Regular,0.026280116,Supermarket Type1,High,102.3332,922.7988
DRG23,Low Fat,0.086916126,Supermarket Type1,Medium,153.3682,1219.7456
FDU34,Low Fat,0.075347426,Supermarket Type1,,126.3046,747.0276
FDZ40,Low Fat,0.040410039,Supermarket Type1,,52.9298,539.298
NCE30,Low Fat,0.09911729,Supermarket Type1,Small,210.7902,4460.1942
FDA44,LF,0.053439522,Supermarket Type2,Medium,55.093,1018.674
FDB32,Low Fat,0.023448504,Supermarket Type1,Small,93.9778,2816.3340000000007
NCO06,Low Fat,0.108030434,Supermarket Type1,Small,32.4558,101.8674
FDY44,Regular,0.024404558,Supermarket Type1,Small,198.311,2553.343
FDG10,Regular,0.010961483,Supermarket Type1,,58.2588,343.5528
FDF38,Regular,0.026358005,Supermarket Type1,Small,39.6138,365.5242
FDW59,Low Fat,0.03627089,Grocery Store,Small,85.9566,169.1132
FDP34,Low Fat,0.137227848,Supermarket Type1,Small,155.563,4224.501
FDZ26,Regular,0.144832027,Supermarket Type1,,239.8222,4063.3774
FDH17,Regular,0.029157849,Grocery Store,Small,97.0726,293.6178
FDU44,Regular,0.058756205,Supermarket Type1,,161.0552,3411.5592
FDS23,Low Fat,0.14110815599999998,Supermarket Type1,Medium,128.2994,2698.4874
DRE03,Low Fat,0.024325592000000004,Supermarket Type2,Medium,48.5718,425.4462
FDY57,Regular,0.121500143,Supermarket Type1,,95.0752,2588.6304
FDH50,Regular,0.160653682,Supermarket Type3,Medium,185.2266,5901.6512
DRY23,Regular,0.109096371,Supermarket Type1,Small,44.6112,511.3344
FDT27,Regular,0.069574013,Supermarket Type1,Small,232.8616,2812.3392
FDB38,Regular,0.027458099,Supermarket Type2,Medium,158.792,2556.672
FDY16,Regular,0.092226754,Supermarket Type1,Small,184.4266,3504.1054
FDG33,Regular,0.234733477,Grocery Store,,173.4764,171.7764
FDN04,Regular,0.014144442,Supermarket Type2,Medium,180.4344,535.3032
FDJ48,Low Fat,0.056754036,Supermarket Type1,,247.5118,2470.118
NCC07,Low Fat,0.023999722,Supermarket Type1,,104.0964,525.982
FDI35,Low Fat,0.041355366,Supermarket Type1,Medium,182.0634,4544.085
DRH49,Low Fat,0.024655594,Supermarket Type1,Small,84.3592,743.0328
FDY51,Low Fat,0.081134826,Supermarket Type1,Small,220.0798,4848.3556
NCG07,Low Fat,0.052608525,Supermarket Type1,,191.253,2656.542
FDA22,Low Fat,0.084452363,Supermarket Type1,Small,165.2158,2840.9686
FDA33,Low Fat,0.033899898,Supermarket Type1,Small,146.9076,2956.152
FDV03,Low Fat,0.058042926,Supermarket Type1,High,154.6314,1861.5768
FDP27,Low Fat,0.119692888,Supermarket Type1,,188.453,4364.319
FDZ20,Low Fat,0.0343603,Supermarket Type1,Medium,253.4356,2797.6916
FDR56,Regular,0.100922503,Supermarket Type1,Medium,199.0768,2759.0752
NCV41,LF,0.016956266,Supermarket Type3,Medium,109.3228,2431.5016
FDU11,Low Fat,0.092576144,Supermarket Type1,Small,121.0098,2530.7058
NCB30,Low Fat,0.025742955,Supermarket Type1,Medium,197.1084,4761.8016
FDX23,Low Fat,0.029812714,Supermarket Type2,Medium,95.4436,1229.0668
FDY24,Regular,0.133382115,Supermarket Type1,High,55.0298,647.1576
FDZ37,Regular,-99.0,Supermarket Type1,High,88.5198,261.6594
FDL10,Low Fat,0.039484739,Supermarket Type1,Small,97.9042,1686.4714
NCE18,Low Fat,0.021425341,Supermarket Type1,Small,250.175,2996.1
FDY60,Regular,0.02624324,Supermarket Type3,Medium,143.8128,4458.1968
FDT24,Regular,0.185704641,Supermarket Type1,High,77.1328,2239.7512
NCV06,Low Fat,0.066668724,Supermarket Type1,Small,192.4478,2712.4692
FDP51,Regular,0.14930549699999998,Grocery Store,Small,119.6124,592.562
FDU49,Regular,0.030688557,Supermarket Type1,Small,85.75399999999998,2163.85
FDQ16,LF,0.041803291,Supermarket Type1,Medium,110.3912,3275.736
FDV16,Regular,0.08286168599999999,Supermarket Type1,High,32.6558,679.1160000000001
FDL36,Low Fat,0.076385385,Supermarket Type2,Medium,88.48299999999998,988.713
FDE09,Low Fat,0.021498768,Supermarket Type3,Medium,111.5228,1768.3648
NCV54,Low Fat,0.033102681,Supermarket Type1,Small,116.6124,1540.6612
FDH27,Low Fat,0.058676973,Supermarket Type1,,142.0128,2588.6304
FDF33,LF,0.021531416,Supermarket Type1,Small,108.4596,3020.0688
NCP18,Low Fat,0.028592842,Supermarket Type1,Small,151.0708,2858.9452
FDZ45,Low Fat,0.06714840700000001,Supermarket Type2,Medium,200.4084,3968.168
FDU25,Low Fat,0.026552056,Supermarket Type3,Medium,56.2246,1737.7379999999996
FDQ40,Regular,0.060302689000000013,Grocery Store,,175.8712,175.7712
DRD25,Low Fat,0.13826987300000002,Grocery Store,Small,111.686,452.744
FDJ57,Regular,0.036109859,Grocery Store,,186.5582,185.7582
FDT43,Low Fat,0.020579897,Supermarket Type1,Medium,52.1324,934.7832
FDH44,Regular,0.025912378,Supermarket Type1,Medium,146.8418,1765.7016
FDR31,Regular,0.086077865,Grocery Store,Small,143.8102,291.6204
FDQ27,Regular,0.044432887,Supermarket Type2,Medium,102.899,1651.184
DRK13,Low Fat,0.115346634,Supermarket Type1,Medium,200.2084,4563.3932
FDB04,Regular,0.063226306,Supermarket Type1,Small,87.9856,1494.0552
NCI54,low fat,0.03366718,Supermarket Type1,,109.6912,1419.4856
FDP19,Low Fat,0.17386795800000002,Supermarket Type1,,128.8652,1291.652
FDB37,Regular,0.022936488,Supermarket Type1,Small,240.8538,7931.6754
NCR05,Low Fat,0.054585372,Supermarket Type1,High,196.5084,595.2252
FDZ15,Low Fat,0.020913071,Supermarket Type1,,120.1782,2026.0294
NCQ29,Low Fat,0.104230135,Supermarket Type1,Small,259.5278,2603.278
FDL04,Low Fat,0.111923422,Supermarket Type1,Small,106.5622,2117.244
DRH49,Low Fat,0.024756031,Supermarket Type2,Medium,83.8592,247.6776
FDT07,Regular,0.135375727,Grocery Store,Small,256.133,256.333
NCI55,Low Fat,0.012679226000000002,Supermarket Type1,,120.9414,2680.5108
FDP19,LF,0.173483253,Supermarket Type1,Small,129.0652,3487.4604
FDV45,Low Fat,0.045138797,Supermarket Type1,,187.9556,2816.3340000000007
FDG26,Low Fat,0.04282359,Supermarket Type2,Medium,254.433,2050.664
DRJ01,Low Fat,0.115010655,Supermarket Type1,Small,161.5236,1288.9888
FDD14,Low Fat,0.16977634600000002,Supermarket Type1,Small,184.4266,3688.532
DRH37,Low Fat,0.041608488,Supermarket Type1,Small,165.4526,1644.526
NCD18,Low Fat,0.072608647,Supermarket Type1,High,228.3668,5298.4364
NCE55,Low Fat,0.130191993,Supermarket Type1,,176.83700000000005,2117.244
NCQ43,Low Fat,0.111931193,Supermarket Type1,,108.8912,327.5736
FDC41,Low Fat,0.116913245,Supermarket Type1,Small,78.167,1837.608
DRL01,Regular,0.13511877,Grocery Store,Small,232.9958,934.7832
FDX48,Regular,0.063416566,Grocery Store,,154.6656,308.9312
DRC25,Low Fat,0.075943184,Grocery Store,,85.5882,171.7764
DRF48,Low Fat,0.05190652,Supermarket Type1,,188.1898,1496.7184
FDT34,Low Fat,0.17506050399999998,Supermarket Type2,Medium,106.7964,525.982
NCB43,Low Fat,0.099893424,Supermarket Type1,Small,187.6898,3928.8858
FDG44,Low Fat,0.178923163,Grocery Store,Small,55.7298,161.7894
FDD35,Low Fat,-99.0,Supermarket Type1,Small,119.244,2636.568
FDC02,Low Fat,0.068765205,Supermarket Type1,High,260.4278,3644.5892
FDU51,Regular,0.096906831,Supermarket Type2,Medium,175.5028,6729.9064
NCC19,Low Fat,0.096862255,Supermarket Type1,Small,193.982,2316.984
FDJ60,Regular,0.062528426,Supermarket Type1,Small,166.9184,3302.368
NCI29,Low Fat,0.032621545,Supermarket Type1,Small,143.2154,2127.231
NCF43,Low Fat,0.05190268,Supermarket Type1,High,142.247,2862.94
FDY08,Regular,0.170246782,Supermarket Type3,Medium,141.5838,3231.1274
FDD17,Low Fat,0.054610829000000014,Grocery Store,,237.1906,237.6906
FDK41,Low Fat,0.127517605,Supermarket Type1,Small,86.0224,1022.6688
DRN59,Low Fat,0.064271703,Supermarket Type1,,45.506,466.06
FDR60,Low Fat,0.13030659,Supermarket Type1,High,75.7328,617.8624
DRO47,Low Fat,0.187841082,Grocery Store,,112.486,113.186
FDF26,Regular,0.046625941,Supermarket Type1,Small,154.9998,3075.996
FDQ12,LF,0.035410748,Supermarket Type1,Small,231.401,2067.309
NCO29,Low Fat,0.032250092,Supermarket Type1,Small,164.0526,4769.1254
DRF03,Low Fat,0.045378573,Supermarket Type1,Medium,42.4138,243.6828
FDU48,Low Fat,0.0926587,Grocery Store,,131.4284,263.6568
DRE03,Low Fat,0.024222321,Supermarket Type1,Small,45.5718,945.436
FDX55,Low Fat,0.055518167,Supermarket Type1,,217.3166,1306.2996
FDP38,Low Fat,0.031946638,Supermarket Type3,Medium,51.6008,1821.6288
FDZ19,Low Fat,0.093983518,Supermarket Type1,,175.5712,1230.3984
NCU54,LF,0.098822387,Supermarket Type1,,209.627,1887.543
FDY36,Low Fat,0.009410528,Supermarket Type1,Small,73.738,1318.284
FDL16,Low Fat,0.169139066,Supermarket Type2,Medium,46.40600000000001,186.424
FDW31,Regular,0.043122189000000005,Supermarket Type1,High,197.9742,995.371
DRK49,Low Fat,0.035769657,Supermarket Type3,Medium,40.9138,1380.8692
FDC08,Regular,0.10361083,Supermarket Type1,Medium,228.372,905.488
FDO56,Regular,0.044974051,Supermarket Type1,Small,115.5808,1874.8928
NCV53,Low Fat,0.018920019,Supermarket Type1,,238.088,6231.888000000001
FDA35,Regular,0.054142088,Supermarket Type1,,124.1072,1837.608
FDL40,Low Fat,-99.0,Grocery Store,Small,98.241,289.623
FDJ04,Low Fat,0.124645538,Supermarket Type1,Medium,117.2124,2133.2232
FDA31,LF,0.110459828,Supermarket Type2,Medium,172.108,2250.404
FDX24,Low Fat,0.013957308,Supermarket Type1,,94.0462,1480.7392
FDQ59,Regular,0.056386541,Supermarket Type1,Small,84.6908,503.3448
FDF45,Regular,0.012273747,Supermarket Type1,,60.0904,1113.2176
FDH05,Regular,0.090473389,Supermarket Type3,Medium,229.7984,6024.1584
NCZ54,Low Fat,0.08335939099999999,Supermarket Type1,Small,161.9552,4711.2008
FDW01,Low Fat,0.112161697,Grocery Store,Small,154.4682,152.4682
FDX36,Regular,0.128805815,Supermarket Type2,Medium,224.0404,5851.0504
NCO55,Low Fat,0.090596378,Supermarket Type3,Medium,106.6938,2251.0698
FDL13,Regular,0.056637129,Supermarket Type1,,233.83,2796.36
FDV16,Regular,0.08305963400000001,Supermarket Type1,Medium,35.7558,611.2044
FDN04,Regular,0.014115626,Supermarket Type1,,178.5344,3390.2536
NCH06,Low Fat,0.076866235,Supermarket Type2,Medium,247.146,492.692
FDA40,Regular,0.099188598,Supermarket Type1,High,88.9856,1669.8264
NCS05,Low Fat,0.021010687000000004,Supermarket Type1,Medium,131.3942,927.4594
FDM15,Regular,0.057143515,Supermarket Type3,Medium,151.8366,6196.6006
FDK04,Low Fat,0.052607932,Supermarket Type1,,56.3588,744.3644
FDI58,Regular,0.070645636,Supermarket Type1,High,91.212,466.06
FDB33,Low Fat,0.014568036,Supermarket Type1,High,158.1262,4137.2812
FDJ45,Low Fat,0.073524776,Supermarket Type1,Medium,34.8216,207.7296
NCO05,Low Fat,0.046559448,Supermarket Type1,Small,100.5384,2463.46
NCE31,Low Fat,0.309390255,Grocery Store,,33.2216,138.4864
FDQ49,Regular,0.039247736,Supermarket Type1,Small,157.66299999999995,1095.241
FDL34,Low Fat,0.040945898,Supermarket Type1,Small,143.1496,2258.3936
FDV07,Low Fat,0.031331581000000004,Supermarket Type1,Medium,111.1228,663.1368
FDX19,Low Fat,0.096929994,Supermarket Type1,,233.8958,2103.2622
FDO48,Regular,0.026840766,Supermarket Type1,Small,219.8456,4863.0032
FDK40,Low Fat,-99.0,Supermarket Type1,High,262.691,6048.7930000000015
FDY19,Low Fat,0.041429246,Supermarket Type1,Medium,117.2466,2239.0854
FDS16,Regular,-99.0,Supermarket Type3,Medium,145.276,5273.136
FDS02,Regular,-99.0,Supermarket Type3,Medium,196.4794,5852.382
FDM51,Regular,0.025978802,Supermarket Type1,,102.5674,1629.8784
FDW02,Regular,0.066006824,Grocery Store,Small,126.2704,250.3408
FDS31,Regular,-99.0,Grocery Store,Small,178.5318,180.4318
DRF03,Low Fat,0.045492697,Supermarket Type2,Medium,40.3138,527.9794
FDT55,Regular,0.043618827,Supermarket Type1,High,156.7946,2840.3028
FDW21,Regular,0.005963881,Supermarket Type1,Small,99.5358,1407.5012
FDP07,Low Fat,0.08982696,Supermarket Type1,High,197.111,589.2330000000002
NCZ17,Low Fat,0.079431643,Supermarket Type1,Small,38.6506,796.9626
NCV41,Low Fat,0.017135155,Supermarket Type1,,109.8228,1657.842
FDP60,Low Fat,0.056005781,Supermarket Type1,Medium,99.2016,1518.024
FDG58,Regular,0.145253944,Grocery Store,,156.8972,467.3916
FDI60,Regular,0.038380800000000014,Supermarket Type1,Medium,62.351000000000006,885.5139999999999
FDI20,Low Fat,0.03856376,Supermarket Type1,Small,209.2586,3165.879000000001
DRC13,Regular,0.032625074,Supermarket Type1,,124.673,1847.595
DRA24,Regular,0.069909188,Grocery Store,Small,163.2868,491.3604
FDW52,Regular,0.037491314,Supermarket Type1,High,164.2526,1808.9786
FDN38,Regular,0.09234651,Supermarket Type2,Medium,251.8408,4506.1344
